ts;locator_mac;azimuth_angle;converted_azimuth;ss_snr;rssi;distance;opposite_angle;lat;lon;bearing;height
2021-04-26T19:48:07Z;b8:27:eb:2e:d2:d7;-142,0;347,000000000000000;7115,7705;-74;9,8;2,9146998508305306;60,4481565716650;22,2949702665210;129;2,05
2021-04-26T19:48:07Z;b8:27:eb:2e:d2:d7;163,1;292,100000000000023;6009,5717;-70;7,6;1,9565140914856436;60,4481565716650;22,2949702665210;129;2,05
2021-04-26T19:48:07Z;b8:27:eb:66:0d:2a;113,2;147,199999999999989;715,5622;-73;12,1;5,7107173125254462;60,4482652555505;22,2948234993964;34;2,22
2021-04-26T19:48:07Z;b8:27:eb:2e:d2:d7;-164,4;324,600000000000023;7454,2012;-74;9,0;2,5237460983838012;60,4481565716650;22,2949702665210;129;2,05
2021-04-26T19:48:07Z;b8:27:eb:66:0d:2a;115,4;149,400000000000006;6205,2573;-86;11,9;5,7491145560693209;60,4482652555505;22,2948234993964;34;2,22
2021-04-26T19:48:07Z;b8:27:eb:66:0d:2a;118,3;152,300000000000011;1737,7042;-79;9,0;5,7997291043771577;60,4482652555505;22,2948234993964;34;2,22
2021-04-26T19:48:07Z;b8:27:eb:2e:d2:d7;-170,5;318,500000000000000;866,2376;-67;7,3;2,4172810140121466;60,4481565716650;22,2949702665210;129;2,05
2021-04-26T19:48:07Z;b8:27:eb:66:0d:2a;114,2;148,199999999999989;7166,8444;-80;12,6;5,7281706050453884;60,4482652555505;22,2948234993964;34;2,22
2021-04-26T19:48:07Z;b8:27:eb:66:0d:2a;119,0;153,000000000000000;6840,0833;-76;10,2;5,8119464091411173;60,4482652555505;22,2948234993964;34;2,22
2021-04-26T19:48:07Z;b8:27:eb:2e:d2:d7;-110,4;18,600000000000001;9139,6572;-70;7,7;3,4662238944607382;60,4481565716650;22,2949702665210;129;2,05
2021-04-26T19:48:07Z;b8:27:eb:2e:d2:d7;168,7;297,699999999999989;1217,9660;-74;10,2;2,0542525295973255;60,4481565716650;22,2949702665210;129;2,05
2021-04-26T19:48:07Z;b8:27:eb:66:0d:2a;115,5;149,500000000000000;3776,7506;-73;8,0;5,7508598853213151;60,4482652555505;22,2948234993964;34;2,22
2021-04-26T19:48:07Z;b8:27:eb:66:0d:2a;115,3;149,300000000000011;7590,7177;-83;8,0;5,7473692268173266;60,4482652555505;22,2948234993964;34;2,22
2021-04-26T19:48:07Z;b8:27:eb:2e:d2:d7;121,8;250,800000000000011;9632,9469;-77;10,5;1,2356931104119855;60,4481565716650;22,2949702665210;129;2,05
2021-04-26T19:48:07Z;b8:27:eb:2e:d2:d7;-169,9;319,100000000000023;624,3249;-68;7,3;2,4277529895241128;60,4481565716650;22,2949702665210;129;2,05
2021-04-26T19:48:07Z;b8:27:eb:66:0d:2a;108,7;142,699999999999989;7619,2296;-70;12,2;5,6321774961857010;60,4482652555505;22,2948234993964;34;2,22
2021-04-26T19:48:07Z;b8:27:eb:2e:d2:d7;-121,2;7,800000000000010;9152,4478;-71;8,4;3,2777283352453512;60,4481565716650;22,2949702665210;129;2,05
2021-04-26T19:48:07Z;b8:27:eb:2e:d2:d7;-163,3;325,699999999999989;88,2430;-76;9,0;2,5429447201557380;60,4481565716650;22,2949702665210;129;2,05
2021-04-26T19:48:07Z;b8:27:eb:66:0d:2a;114,9;148,900000000000006;1207,1027;-69;7,9;5,7403879098093498;60,4482652555505;22,2948234993964;34;2,22
2021-04-26T19:48:07Z;b8:27:eb:2e:d2:d7;169,6;298,600000000000023;8078,0223;-74;10,1;2,0699604928652753;60,4481565716650;22,2949702665210;129;2,05
